Time,Kierunek wiatru,Opad atmosferyczny,Podmuchy wiatru,Pogoda,Prędkość wiatru,Siła wiatru,Temperatura,Widoczność,Wilgotność,Zachmurzenie
2019-12-31 00:00:00,WSW,0.0,37.4,Bezchmurnie,22.0,255.0,3.2,10.0,53.0,0.0
2019-12-31 01:00:00,WSW,0.0,37.6,Bezchmurnie,22.2,254.0,3.1,10.0,53.0,6.0
2019-12-31 02:00:00,WSW,0.0,37.7,Bezchmurnie,22.4,253.0,3.1,10.0,53.0,13.0
2019-12-31 03:00:00,WSW,0.0,37.8,Bezchmurnie,22.7,253.0,3.0,10.0,53.0,19.0
2019-12-31 04:00:00,WSW,0.0,38.0,Bezchmurnie,23.4,257.0,3.0,10.0,55.0,46.0
2019-12-31 05:00:00,W,0.0,38.3,Pochmurno,24.1,260.0,2.9,10.0,57.0,73.0
2019-12-31 06:00:00,W,0.0,38.5,Pochmurno,24.8,264.0,2.9,10.0,58.0,100.0
2019-12-31 07:00:00,W,0.0,38.6,Pochmurno,25.2,265.0,3.2,7.3,67.0,100.0
2019-12-31 08:00:00,W,0.1,38.8,Lekka mżawka,25.6,265.0,3.4,4.7,75.0,100.0
2019-12-31 09:00:00,W,0.2,38.9,Lekka mżawka,25.9,265.0,3.7,2.0,83.0,100.0
2019-12-31 10:00:00,W,0.1,40.0,Lekka mżawka,26.6,270.0,4.1,2.0,81.0,100.0
2019-12-31 11:00:00,W,0.2,41.0,Lekka mżawka,27.4,275.0,4.6,2.0,80.0,100.0
2019-12-31 12:00:00,W,0.2,42.1,Lekka mżawka,28.1,280.0,5.0,2.0,78.0,100.0
2019-12-31 13:00:00,WNW,0.1,43.2,Lekka mżawka,28.6,285.0,5.1,4.7,77.0,100.0
2019-12-31 14:00:00,WNW,0.0,44.3,Pochmurno,29.0,289.0,5.3,7.3,76.0,100.0
2019-12-31 15:00:00,WNW,0.0,45.4,Pochmurno,29.5,294.0,5.4,10.0,75.0,100.0
2019-12-31 16:00:00,WNW,0.0,43.8,Pochmurno,28.2,297.0,5.1,10.0,75.0,78.0
2019-12-31 17:00:00,WNW,0.0,42.2,Częściowe zachmurzenie,26.9,300.0,4.7,10.0,75.0,56.0
2019-12-31 18:00:00,WNW,0.0,40.7,Częściowe zachmurzenie,25.6,303.0,4.4,10.0,76.0,34.0
2019-12-31 19:00:00,NW,0.0,40.2,Częściowe zachmurzenie,25.1,306.0,3.8,10.0,77.0,34.0
2019-12-31 20:00:00,NW,0.0,39.7,Częściowe zachmurzenie,24.6,308.0,3.1,10.0,79.0,34.0
2019-12-31 21:00:00,NW,0.0,39.2,Częściowe zachmurzenie,24.1,310.0,2.5,10.0,81.0,33.0
2019-12-31 22:00:00,NW,0.0,37.6,Częściowe zachmurzenie,23.0,308.0,2.4,10.0,79.0,29.0
2019-12-31 23:00:00,NW,0.0,35.9,Częściowe zachmurzenie,22.0,306.0,2.3,10.0,77.0,24.0
2020-01-01 00:00:00,NW,0.0,34.2,Częściowe zachmurzenie,20.9,305.0,2.2,10.0,75.0,19.0
2020-01-01 01:00:00,WNW,0.0,32.5,Częściowe zachmurzenie,19.9,303.0,1.9,10.0,77.0,17.0
2020-01-01 02:00:00,WNW,0.0,30.8,Częściowe zachmurzenie,19.0,302.0,1.7,10.0,78.0,15.0
2020-01-01 03:00:00,WNW,0.0,29.2,Częściowe zachmurzenie,18.0,300.0,1.4,10.0,79.0,12.0
2020-01-01 04:00:00,WNW,0.0,27.4,Częściowe zachmurzenie,16.8,297.0,1.1,10.0,81.0,11.0
2020-01-01 05:00:00,WNW,0.0,25.6,Częściowe zachmurzenie,15.6,294.0,0.8,10.0,82.0,10.0
2020-01-01 06:00:00,WNW,0.0,23.8,Częściowe zachmurzenie,14.4,291.0,0.5,10.0,84.0,9.0
2020-01-01 07:00:00,WNW,0.0,22.9,Częściowe zachmurzenie,14.4,286.0,0.6,10.0,84.0,14.0
2020-01-01 08:00:00,W,0.0,22.1,Częściowe zachmurzenie,14.4,280.0,0.6,10.0,84.0,18.0
2020-01-01 09:00:00,W,0.0,21.2,Częściowe zachmurzenie,14.4,275.0,0.7,10.0,84.0,22.0
2020-01-01 10:00:00,W,0.0,21.8,Częściowe zachmurzenie,15.2,275.0,0.9,10.0,84.0,40.0
2020-01-01 11:00:00,W,0.0,22.4,Częściowe zachmurzenie,16.1,275.0,1.2,10.0,83.0,58.0
2020-01-01 12:00:00,W,0.0,23.0,Częściowe zachmurzenie,16.9,275.0,1.4,10.0,83.0,76.0
2020-01-01 13:00:00,W,0.0,23.4,Częściowe zachmurzenie,17.2,276.0,1.4,10.0,84.0,84.0
2020-01-01 14:00:00,W,0.0,23.8,Pochmurno,17.4,277.0,1.4,10.0,84.0,92.0
2020-01-01 15:00:00,W,0.0,24.1,Pochmurno,17.6,278.0,1.4,10.0,85.0,100.0
2020-01-01 16:00:00,W,0.0,24.1,Pochmurno,17.4,277.0,0.5,10.0,84.0,97.0
2020-01-01 17:00:00,W,0.0,24.1,Pochmurno,17.2,275.0,-0.5,10.0,84.0,95.0
2020-01-01 18:00:00,W,0.0,24.1,Pochmurno,16.9,274.0,-1.4,10.0,84.0,92.0
2020-01-01 19:00:00,W,0.0,24.6,Pochmurno,17.2,272.0,-3.2,10.0,85.0,93.0
2020-01-01 20:00:00,W,0.0,25.1,Pochmurno,17.4,269.0,-4.9,10.0,85.0,94.0
2020-01-01 21:00:00,W,0.0,25.6,Pochmurno,17.6,267.0,-6.7,10.0,86.0,95.0
2020-01-01 22:00:00,W,0.0,24.8,Pochmurno,17.0,268.0,-4.9,10.0,86.0,82.0
2020-01-01 23:00:00,W,0.0,24.1,Zachmurzenie,16.4,270.0,-3.0,10.0,86.0,69.0
2020-01-02 00:00:00,W,0.0,23.4,Zachmurzenie,15.8,271.0,-1.2,10.0,87.0,56.0
2020-01-02 01:00:00,W,0.0,23.2,Zachmurzenie,15.4,270.0,-0.8,10.0,88.0,47.0
2020-01-02 02:00:00,W,0.0,22.9,Częściowe zachmurzenie,14.9,270.0,-0.5,10.0,88.0,38.0
2020-01-02 03:00:00,W,0.0,22.7,Częściowe zachmurzenie,14.4,269.0,-0.1,10.0,89.0,29.0
2020-01-02 04:00:00,W,0.0,23.6,Częściowe zachmurzenie,14.8,268.0,0.0,10.0,87.0,44.0
2020-01-02 05:00:00,W,0.0,24.6,Częściowe zachmurzenie,15.1,268.0,0.0,10.0,84.0,58.0
2020-01-02 06:00:00,W,0.0,25.6,Częściowe zachmurzenie,15.5,267.0,0.1,10.0,82.0,73.0
2020-01-02 07:00:00,W,0.0,27.1,Częściowe zachmurzenie,16.6,268.0,0.6,10.0,76.0,64.0
2020-01-02 08:00:00,W,0.0,28.7,Pochmurno,17.6,268.0,1.1,10.0,70.0,54.0
2020-01-02 09:00:00,W,0.0,30.2,Pochmurno,18.7,268.0,1.6,10.0,64.0,45.0
2020-01-02 10:00:00,W,0.0,30.2,Pochmurno,19.0,269.0,2.4,10.0,58.0,34.0
2020-01-02 11:00:00,W,0.0,30.2,Częściowe zachmurzenie,19.2,269.0,3.2,10.0,53.0,24.0
2020-01-02 12:00:00,W,0.0,30.2,Częściowe zachmurzenie,19.4,270.0,4.0,10.0,47.0,13.0
2020-01-02 13:00:00,W,0.0,29.9,Częściowe zachmurzenie,18.4,268.0,3.8,10.0,47.0,12.0
2020-01-02 14:00:00,W,0.0,29.5,Częściowe zachmurzenie,17.3,266.0,3.6,10.0,46.0,12.0
2020-01-02 15:00:00,W,0.0,29.2,Częściowe zachmurzenie,16.2,264.0,3.4,10.0,46.0,11.0
2020-01-02 16:00:00,W,0.0,28.3,Częściowe zachmurzenie,15.1,263.0,3.0,10.0,46.0,13.0
2020-01-02 17:00:00,W,0.0,27.5,Częściowe zachmurzenie,14.0,262.0,2.6,10.0,46.0,14.0
2020-01-02 18:00:00,W,0.0,26.6,Częściowe zachmurzenie,13.0,261.0,2.2,10.0,46.0,16.0
2020-01-02 19:00:00,WSW,0.0,24.7,Częściowe zachmurzenie,12.0,256.0,2.1,10.0,46.0,13.0
2020-01-02 20:00:00,WSW,0.0,22.8,Częściowe zachmurzenie,11.0,250.0,2.0,10.0,45.0,9.0
2020-01-02 21:00:00,WSW,0.0,20.9,Częściowe zachmurzenie,10.1,244.0,1.9,10.0,45.0,6.0
2020-01-02 22:00:00,WSW,0.0,20.5,Częściowe zachmurzenie,9.8,237.0,1.8,10.0,44.0,12.0
2020-01-02 23:00:00,SW,0.0,20.2,Częściowe zachmurzenie,9.6,229.0,1.6,10.0,44.0,19.0
2020-01-03 00:00:00,SW,0.0,19.8,Częściowe zachmurzenie,9.4,222.0,1.5,10.0,44.0,25.0
2020-01-03 01:00:00,SW,0.0,21.1,Częściowe zachmurzenie,10.3,223.0,1.4,10.0,44.0,20.0
2020-01-03 02:00:00,SW,0.0,22.4,Częściowe zachmurzenie,11.3,224.0,1.4,10.0,45.0,16.0
2020-01-03 03:00:00,SW,0.0,23.8,Częściowe zachmurzenie,12.2,225.0,1.3,10.0,46.0,11.0
2020-01-03 04:00:00,SW,0.0,24.1,Częściowe zachmurzenie,12.6,225.0,1.2,10.0,48.0,7.0
2020-01-03 05:00:00,SW,0.0,24.5,Bezchmurnie,13.0,226.0,1.0,10.0,50.0,4.0
2020-01-03 06:00:00,SW,0.0,24.8,Bezchmurnie,13.3,227.0,0.9,10.0,52.0,0.0
2020-01-03 07:00:00,SW,0.0,25.0,Bezchmurnie,14.0,228.0,1.3,10.0,55.0,0.0
2020-01-03 08:00:00,SW,0.0,25.1,Bezchmurnie,14.8,229.0,1.7,10.0,58.0,1.0
2020-01-03 09:00:00,SW,0.0,25.2,Słoneczny,15.5,231.0,2.1,10.0,60.0,1.0
2020-01-03 10:00:00,SW,0.0,26.0,Słoneczny,16.4,231.0,2.9,10.0,60.0,8.0
2020-01-03 11:00:00,SW,0.0,26.9,Częściowe zachmurzenie,17.4,232.0,3.8,10.0,60.0,15.0
2020-01-03 12:00:00,SW,0.0,27.7,Częściowe zachmurzenie,18.4,232.0,4.6,10.0,60.0,22.0
2020-01-03 13:00:00,SW,0.0,28.2,Częściowe zachmurzenie,18.1,231.0,4.5,10.0,62.0,29.0
2020-01-03 14:00:00,SW,0.0,28.7,Częściowe zachmurzenie,17.9,230.0,4.4,10.0,64.0,35.0
2020-01-03 15:00:00,SW,0.0,29.2,Częściowe zachmurzenie,17.6,229.0,4.3,10.0,66.0,41.0
2020-01-03 16:00:00,SW,0.0,29.8,Częściowe zachmurzenie,18.0,232.0,3.2,10.0,68.0,55.0
2020-01-03 17:00:00,WSW,0.0,30.4,Częściowe zachmurzenie,18.4,236.0,2.1,10.0,71.0,68.0
2020-01-03 18:00:00,WSW,0.0,31.0,Częściowe zachmurzenie,18.7,240.0,1.0,10.0,73.0,82.0
2020-01-03 19:00:00,WSW,0.0,31.6,Częściowe zachmurzenie,19.2,242.0,-0.8,10.0,75.0,88.0
2020-01-03 20:00:00,WSW,0.0,32.2,Pochmurno,19.7,243.0,-2.5,10.0,77.0,94.0
2020-01-03 21:00:00,WSW,0.0,32.8,Pochmurno,20.2,245.0,-4.3,10.0,80.0,100.0
2020-01-03 22:00:00,WSW,0.0,33.8,Pochmurno,21.1,243.0,-2.2,10.0,80.0,100.0
2020-01-03 23:00:00,WSW,0.0,34.9,Pochmurno,22.1,241.0,-0.2,10.0,80.0,100.0
2020-01-04 00:00:00,WSW,0.0,36.0,Pochmurno,23.0,239.0,1.9,10.0,80.0,100.0
2020-01-04 01:00:00,WSW,0.0,36.6,Pochmurno,23.3,243.0,2.7,9.8,82.0,100.0
2020-01-04 02:00:00,WSW,0.2,37.2,Pochmurno,23.5,248.0,3.6,9.5,85.0,100.0
2020-01-04 03:00:00,WSW,0.3,37.8,Pochmurno,23.8,253.0,4.4,9.3,87.0,100.0
2020-01-04 04:00:00,W,0.2,36.0,Pochmurno,22.7,263.0,4.2,9.2,86.0,90.0
2020-01-04 05:00:00,W,0.5,34.2,Lekki deszcz,21.6,273.0,4.0,9.1,85.0,79.0
2020-01-04 06:00:00,WNW,0.7,32.4,Lekki deszcz,20.5,283.0,3.8,9.0,85.0,69.0
2020-01-04 07:00:00,WNW,0.4,33.0,Lekki deszcz,21.6,283.0,3.6,9.2,83.0,74.0
2020-01-04 08:00:00,WNW,0.2,33.6,Lekki deszcz ze śniegiem,22.7,283.0,3.4,9.5,81.0,79.0
2020-01-04 09:00:00,WNW,0.3,34.2,Lekki deszcz ze śniegiem,23.8,283.0,3.2,9.7,79.0,85.0
2020-01-04 10:00:00,W,0.1,34.9,Lekki deszcz ze śniegiem,24.6,278.0,3.3,9.8,78.0,90.0
2020-01-04 11:00:00,W,0.0,35.6,Pochmurno,25.4,274.0,3.4,9.9,76.0,95.0
2020-01-04 12:00:00,W,0.0,36.4,Pochmurno,26.3,269.0,3.5,10.0,74.0,100.0
2020-01-04 13:00:00,W,0.0,37.9,Pochmurno,27.4,267.0,3.4,8.9,77.0,100.0
2020-01-04 14:00:00,W,0.0,39.5,Pochmurno,28.4,264.0,3.3,7.8,79.0,100.0
2020-01-04 15:00:00,W,0.0,41.0,Pochmurno,29.5,262.0,3.2,6.7,81.0,100.0
2020-01-04 16:00:00,W,0.0,40.3,Pochmurno,28.9,266.0,3.1,5.5,82.0,100.0
2020-01-04 17:00:00,W,0.1,39.6,Umiarkowane opady śniegu,28.3,270.0,3.0,4.2,83.0,100.0
2020-01-04 18:00:00,W,0.2,38.9,Umiarkowane opady śniegu,27.7,275.0,2.9,3.0,84.0,100.0
2020-01-04 19:00:00,WNW,0.1,37.9,Umiarkowane opady śniegu,26.6,281.0,2.6,4.4,82.0,100.0
2020-01-04 20:00:00,WNW,0.1,37.0,Obfite opady śniegu,25.6,287.0,2.4,5.9,79.0,100.0
2020-01-04 21:00:00,WNW,0.1,36.0,Obfite opady śniegu,24.5,294.0,2.1,7.3,76.0,100.0
2020-01-04 22:00:00,WNW,0.0,35.6,Obfite opady śniegu,23.8,299.0,1.9,8.2,74.0,95.0
2020-01-04 23:00:00,NW,0.0,35.3,Lekki śnieg,23.0,305.0,1.6,9.1,72.0,89.0
2020-01-05 00:00:00,NW,0.0,34.9,Lekki śnieg,22.3,310.0,1.4,10.0,70.0,84.0
2020-01-05 01:00:00,NW,0.0,35.2,Lekki śnieg,22.4,313.0,1.2,10.0,68.0,72.0
2020-01-05 02:00:00,NW,0.0,35.4,Łagodny. lekki śnieg,22.6,316.0,1.0,10.0,66.0,60.0
2020-01-05 03:00:00,NW,0.0,35.6,Łagodny. lekki śnieg,22.7,319.0,0.8,10.0,65.0,48.0
2020-01-05 04:00:00,NW,0.0,35.0,Łagodny. lekki śnieg,22.2,320.0,0.6,10.0,65.0,43.0
2020-01-05 05:00:00,NW,0.0,34.4,Łagodny. lekki śnieg,21.7,320.0,0.4,10.0,66.0,38.0
2020-01-05 06:00:00,NW,0.0,33.8,Łagodny. lekki śnieg,21.2,320.0,0.2,10.0,66.0,33.0
2020-01-05 07:00:00,NW,0.0,32.6,Łagodny. lekki śnieg,21.0,320.0,0.4,10.0,66.0,35.0
2020-01-05 08:00:00,NW,0.0,31.4,Łagodny. lekki śnieg,20.8,321.0,0.6,10.0,66.0,37.0
2020-01-05 09:00:00,NW,0.0,30.2,Łagodny. lekki śnieg,20.5,321.0,0.8,10.0,66.0,39.0
2020-01-05 10:00:00,NW,0.0,29.2,Łagodny. lekki śnieg,20.2,322.0,1.2,10.0,64.0,50.0
2020-01-05 11:00:00,NW,0.0,28.1,Częściowe zachmurzenie,19.8,322.0,1.5,10.0,62.0,62.0
2020-01-05 12:00:00,NW,0.0,27.0,Częściowe zachmurzenie,19.4,323.0,1.9,10.0,61.0,74.0
2020-01-05 13:00:00,NW,0.0,24.8,Częściowe zachmurzenie,17.5,318.0,1.6,10.0,61.0,65.0
2020-01-05 14:00:00,NW,0.0,22.7,Lekkie przelotne opady śniegu,15.6,312.0,1.4,10.0,62.0,56.0
2020-01-05 15:00:00,NW,0.0,20.5,Lekkie przelotne opady śniegu,13.7,307.0,1.1,10.0,63.0,47.0
2020-01-05 16:00:00,WNW,0.0,19.4,Lekkie przelotne opady śniegu,12.6,301.0,0.7,10.0,64.0,38.0
2020-01-05 17:00:00,WNW,0.0,18.4,Częściowe zachmurzenie,11.5,295.0,0.4,10.0,65.0,29.0
2020-01-05 18:00:00,WNW,0.0,17.3,Częściowe zachmurzenie,10.4,289.0,0.0,10.0,66.0,21.0
2020-01-05 19:00:00,WNW,0.0,16.8,Częściowe zachmurzenie,10.3,283.0,-0.1,10.0,67.0,22.0
2020-01-05 20:00:00,W,0.0,16.3,Częściowe zachmurzenie,10.2,277.0,-0.3,10.0,69.0,24.0
2020-01-05 21:00:00,W,0.0,15.8,Częściowe zachmurzenie,10.1,271.0,-0.4,10.0,71.0,26.0
2020-01-05 22:00:00,W,0.0,15.4,Częściowe zachmurzenie,9.8,265.0,-0.4,10.0,71.0,24.0
2020-01-05 23:00:00,W,0.0,14.9,Częściowe zachmurzenie,9.6,259.0,-0.5,10.0,72.0,22.0
2020-01-06 00:00:00,WSW,0.0,14.4,Częściowe zachmurzenie,9.4,254.0,-0.5,10.0,72.0,19.0
2020-01-06 01:00:00,WSW,0.0,15.4,Częściowe zachmurzenie,10.0,248.0,-0.5,10.0,72.0,22.0
2020-01-06 02:00:00,WSW,0.0,16.3,Częściowe zachmurzenie,10.6,242.0,-0.4,10.0,72.0,24.0
2020-01-06 03:00:00,WSW,0.0,17.3,Częściowe zachmurzenie,11.2,236.0,-0.4,10.0,71.0,27.0
2020-01-06 04:00:00,SW,0.0,18.1,Częściowe zachmurzenie,11.8,234.0,-0.3,10.0,71.0,32.0
2020-01-06 05:00:00,SW,0.0,19.0,Częściowe zachmurzenie,12.4,233.0,-0.3,10.0,71.0,38.0
2020-01-06 06:00:00,SW,0.0,19.8,Częściowe zachmurzenie,13.0,231.0,-0.2,10.0,72.0,43.0
2020-01-06 07:00:00,SW,0.0,20.2,Częściowe zachmurzenie,13.4,232.0,-0.1,10.0,75.0,57.0
2020-01-06 08:00:00,SW,0.0,20.5,Częściowe zachmurzenie,13.9,233.0,0.1,10.0,79.0,70.0
2020-01-06 09:00:00,SW,0.0,20.9,Częściowe zachmurzenie,14.4,235.0,0.2,10.0,83.0,84.0
2020-01-06 10:00:00,WSW,0.0,20.4,Częściowe zachmurzenie,14.3,236.0,0.3,10.0,85.0,89.0
2020-01-06 11:00:00,WSW,0.0,19.9,Lekki marznący deszcz,14.2,237.0,0.5,10.0,86.0,95.0
2020-01-06 12:00:00,WSW,0.0,19.4,Lekki marznący deszcz,14.0,239.0,0.6,10.0,88.0,100.0
2020-01-06 13:00:00,WSW,0.0,18.4,Lekki marznący deszcz,13.1,242.0,0.6,10.0,89.0,99.0
2020-01-06 14:00:00,WSW,0.0,17.3,Lekki marznący deszcz,12.1,246.0,0.7,10.0,90.0,98.0
2020-01-06 15:00:00,WSW,0.0,16.2,Lekki marznący deszcz,11.2,249.0,0.7,10.0,91.0,97.0
2020-01-06 16:00:00,WSW,0.0,16.0,Lekki marznący deszcz,10.7,247.0,0.0,10.0,91.0,97.0
2020-01-06 17:00:00,WSW,0.0,15.7,Pochmurno,10.2,245.0,-0.6,10.0,92.0,97.0
2020-01-06 18:00:00,WSW,0.0,15.5,Pochmurno,9.7,243.0,-1.3,10.0,92.0,97.0
2020-01-06 19:00:00,WSW,0.0,15.6,Pochmurno,9.7,242.0,-2.5,10.0,92.0,97.0
2020-01-06 20:00:00,WSW,0.0,15.7,Pochmurno,9.7,241.0,-3.8,10.0,91.0,96.0
2020-01-06 21:00:00,WSW,0.0,15.8,Pochmurno,9.7,241.0,-5.0,10.0,91.0,96.0
2020-01-06 22:00:00,SW,0.0,16.1,Pochmurno,10.0,233.0,-3.0,8.2,92.0,96.0
2020-01-06 23:00:00,SW,0.0,16.3,Pochmurno,10.2,225.0,-1.1,6.5,93.0,96.0
2020-01-07 00:00:00,SW,0.0,16.6,Pochmurno,10.4,217.0,0.9,4.7,95.0,96.0
2020-01-07 01:00:00,SSW,0.0,16.0,Pochmurno,10.0,212.0,0.9,3.8,95.0,90.0
2020-01-07 02:00:00,SSW,0.0,15.4,Mgła,9.5,207.0,0.9,2.9,95.0,85.0
2020-01-07 03:00:00,SSW,0.0,14.8,Mgła,9.0,201.0,0.9,2.0,96.0,80.0
2020-01-07 04:00:00,SSW,0.0,14.6,Mgła,8.9,198.0,0.8,2.0,96.0,83.0
2020-01-07 05:00:00,SSW,0.0,14.5,Mgła,8.8,194.0,0.7,2.0,96.0,87.0
2020-01-07 06:00:00,S,0.0,14.4,Mgła,8.6,190.0,0.6,2.0,96.0,91.0
2020-01-07 07:00:00,S,0.0,14.4,Mgła,9.0,190.0,0.7,3.8,93.0,90.0
2020-01-07 08:00:00,S,0.0,14.4,Mgła,9.4,189.0,0.9,5.5,90.0,89.0
2020-01-07 09:00:00,S,0.0,14.4,Mgła,9.7,189.0,1.0,7.3,87.0,88.0
2020-01-07 10:00:00,S,0.0,14.2,Mgła,9.8,189.0,1.5,8.2,80.0,86.0
2020-01-07 11:00:00,S,0.0,13.9,Łagodny. lekki śnieg,10.0,190.0,1.9,9.1,74.0,84.0
2020-01-07 12:00:00,SSW,0.0,13.7,Łagodny. lekki śnieg,10.1,191.0,2.4,10.0,67.0,81.0
2020-01-07 13:00:00,S,0.0,12.7,Łagodny. lekki śnieg,9.2,189.0,2.3,10.0,66.0,64.0
2020-01-07 14:00:00,S,0.0,11.8,Możliwe przelotne deszcze,8.4,188.0,2.1,10.0,64.0,48.0
2020-01-07 15:00:00,S,0.0,10.8,Możliwe przelotne deszcze,7.6,186.0,2.0,10.0,63.0,31.0
2020-01-07 16:00:00,S,0.0,10.6,Możliwe przelotne deszcze,7.1,190.0,1.5,10.0,65.0,33.0
2020-01-07 17:00:00,SSW,0.0,10.3,Częściowe zachmurzenie,6.6,194.0,1.1,10.0,67.0,36.0
2020-01-07 18:00:00,SSW,0.0,10.1,Częściowe zachmurzenie,6.1,198.0,0.6,10.0,69.0,38.0
2020-01-07 19:00:00,SSW,0.0,10.2,Częściowe zachmurzenie,6.2,206.0,0.4,10.0,71.0,35.0
2020-01-07 20:00:00,SW,0.0,10.3,Częściowe zachmurzenie,6.4,214.0,0.3,10.0,74.0,32.0
2020-01-07 21:00:00,SW,0.0,10.4,Częściowe zachmurzenie,6.5,222.0,0.1,10.0,76.0,29.0
2020-01-07 22:00:00,SW,0.0,11.8,Częściowe zachmurzenie,7.3,228.0,-0.7,10.0,79.0,31.0
2020-01-07 23:00:00,SW,0.0,13.1,Częściowe zachmurzenie,8.2,233.0,-1.5,10.0,82.0,32.0
2020-01-08 00:00:00,WSW,0.0,14.4,Częściowe zachmurzenie,9.0,239.0,-2.3,10.0,85.0,33.0
2020-01-08 01:00:00,WSW,0.0,14.6,Częściowe zachmurzenie,9.2,241.0,-1.4,10.0,88.0,44.0
2020-01-08 02:00:00,WSW,0.0,14.9,Częściowe zachmurzenie,9.5,244.0,-0.4,10.0,90.0,55.0
2020-01-08 03:00:00,WSW,0.0,15.1,Częściowe zachmurzenie,9.7,246.0,0.5,10.0,92.0,65.0
2020-01-08 04:00:00,WSW,0.0,15.7,Częściowe zachmurzenie,10.0,242.0,0.8,8.2,93.0,71.0
2020-01-08 05:00:00,WSW,0.0,16.3,Zachmurzenie,10.2,238.0,1.1,6.5,94.0,76.0
2020-01-08 06:00:00,SW,0.0,16.9,Zachmurzenie,10.4,234.0,1.4,4.7,96.0,82.0
2020-01-08 07:00:00,SW,0.0,17.6,Zachmurzenie,11.0,234.0,1.6,5.6,94.0,70.0
2020-01-08 08:00:00,SW,0.0,18.4,Mgła,11.6,235.0,1.9,6.4,93.0,59.0
2020-01-08 09:00:00,WSW,0.0,19.1,Mgła,12.2,236.0,2.1,7.3,91.0,48.0
2020-01-08 10:00:00,SW,0.0,19.9,Mgła,13.0,234.0,2.6,8.2,88.0,40.0
2020-01-08 11:00:00,SW,0.0,20.8,Częściowe zachmurzenie,13.7,233.0,3.1,9.1,84.0,32.0
2020-01-08 12:00:00,SW,0.0,21.6,Częściowe zachmurzenie,14.4,231.0,3.6,10.0,80.0,23.0
2020-01-08 13:00:00,SW,0.0,22.7,Częściowe zachmurzenie,14.6,226.0,3.4,10.0,80.0,28.0
2020-01-08 14:00:00,SW,0.0,23.8,Częściowe zachmurzenie,14.9,221.0,3.3,10.0,80.0,34.0
2020-01-08 15:00:00,SW,0.0,24.8,Częściowe zachmurzenie,15.1,216.0,3.1,10.0,80.0,39.0
2020-01-08 16:00:00,SW,0.0,24.8,Częściowe zachmurzenie,15.1,217.0,2.2,10.0,80.0,53.0
2020-01-08 17:00:00,SW,0.0,24.8,Częściowe zachmurzenie,15.1,218.0,1.4,10.0,79.0,67.0
2020-01-08 18:00:00,SW,0.0,24.8,Częściowe zachmurzenie,15.1,219.0,0.5,10.0,79.0,81.0
2020-01-08 19:00:00,SW,0.0,25.0,Częściowe zachmurzenie,15.5,223.0,-0.9,9.8,80.0,87.0
2020-01-08 20:00:00,SW,0.3,25.1,Pochmurno,15.8,226.0,-2.4,9.5,81.0,93.0
2020-01-08 21:00:00,SW,0.4,25.2,Pochmurno,16.2,230.0,-3.8,9.3,82.0,99.0
2020-01-08 22:00:00,SW,0.2,24.7,Pochmurno,15.8,233.0,-1.4,9.2,86.0,99.0
2020-01-08 23:00:00,WSW,0.6,24.2,Lekki deszcz,15.5,236.0,1.1,9.1,90.0,100.0
2020-01-09 00:00:00,WSW,0.8,23.8,Lekki deszcz,15.1,240.0,3.5,9.0,94.0,100.0
2020-01-09 01:00:00,WSW,0.4,22.6,Lekki deszcz,14.3,242.0,3.6,9.0,95.0,100.0
2020-01-09 02:00:00,WSW,0.6,21.4,Lekki deszcz,13.4,244.0,3.7,9.0,96.0,100.0
2020-01-09 03:00:00,WSW,0.8,20.2,Lekki deszcz,12.6,246.0,3.8,9.0,97.0,100.0
2020-01-09 04:00:00,WSW,0.4,19.6,Lekki deszcz,12.1,245.0,3.9,8.6,97.0,100.0
2020-01-09 05:00:00,WSW,0.9,19.0,Lekki deszcz,11.6,244.0,4.0,8.1,97.0,100.0
2020-01-09 06:00:00,WSW,1.2,18.4,Lekki deszcz,11.2,243.0,4.1,7.7,98.0,100.0
2020-01-09 07:00:00,WSW,0.6,18.0,Lekki deszcz,11.0,245.0,4.2,5.9,98.0,100.0
2020-01-09 08:00:00,WSW,0.4,17.6,Umiarkowane opady deszczu,10.9,247.0,4.4,4.1,98.0,100.0
2020-01-09 09:00:00,WSW,0.5,17.3,Umiarkowane opady deszczu,10.8,249.0,4.5,2.3,98.0,100.0
2020-01-09 10:00:00,WSW,0.3,16.8,Umiarkowane opady deszczu,10.6,249.0,4.7,2.0,98.0,100.0
2020-01-09 11:00:00,WSW,0.1,16.3,Mgła,10.3,248.0,5.0,1.6,97.0,100.0
2020-01-09 12:00:00,WSW,0.1,15.8,Mgła,10.1,248.0,5.2,1.3,97.0,100.0
2020-01-09 13:00:00,WSW,0.0,14.5,Mgła,9.2,239.0,5.2,1.1,97.0,100.0
2020-01-09 14:00:00,SW,0.0,13.2,Lekka mżawka,8.4,230.0,5.1,0.9,97.0,100.0
2020-01-09 15:00:00,SW,0.0,11.9,Lekka mżawka,7.6,221.0,5.1,0.7,97.0,100.0
2020-01-09 16:00:00,SSW,0.0,13.0,Lekka mżawka,8.0,210.0,5.0,0.9,97.0,100.0
2020-01-09 17:00:00,SSW,0.0,14.0,Mgła,8.5,198.0,5.0,1.1,97.0,100.0
2020-01-09 18:00:00,S,0.0,15.1,Mgła,9.0,187.0,4.9,1.3,96.0,100.0
2020-01-09 19:00:00,S,0.0,17.2,Mgła,10.6,188.0,4.9,3.1,96.0,100.0
